publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3081420,earthquake,2009-04-25T17:52:45.790Z,2013-06-20T11:15:00.000Z,175.58030999999999722,-38.02900000000000347,2.81300000000000017,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,1.22900000000000009,289.00000000000000000,0.38007999999999997,0.18700000000000000
3080092,quarry blast,2009-04-23T05:21:19.517Z,2013-06-20T11:13:00.000Z,175.07000999999999635,-37.62001000000000062,2.00199999999999978,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,177.00000000000000000,0.10027000000000000,0.00400000000000000
3078406,quarry blast,2009-04-20T03:21:54.884Z,2013-06-20T11:09:00.000Z,175.03000000000000114,-37.06000000000000227,1.55800000000000005,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,1,0.11400000000000000,222.00000000000000000,0.46314000000000000,0.12800000000000000
3083677,quarry blast,2009-04-16T04:57:19.131Z,2013-06-20T11:18:00.000Z,175.07000999999999635,-37.62001000000000062,2.30399999999999983,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,4,0.36099999999999999,177.00000000000000000,0.09005000000000001,0.22200000000000000
3072605,quarry blast,2009-03-30T03:55:13.606Z,2013-06-19T15:00:00.000Z,175.07000999999999635,-37.62001000000000062,2.38200000000000012,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,260.00000000000000000,0.10556000000000000,0.36599999999999999
3063491,earthquake,2009-03-22T11:28:47.442Z,2013-06-19T14:50:00.000Z,174.33258000000000720,-37.85795999999999850,1.97100000000000009,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,2,0.77400000000000002,222.00000000000000000,0.12883000000000000,0.17100000000000001
3061284,quarry blast,2009-03-18T03:54:32.641Z,2013-06-19T14:47:00.000Z,175.07000999999999635,-37.62001000000000062,2.22500000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,4,0.36099999999999999,177.00000000000000000,0.10258000000000000,0.18800000000000000
3060743,quarry blast,2009-03-17T02:32:41.566Z,2013-06-19T14:45:00.000Z,174.34000000000000341,-35.93999999999999773,-9.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,1,1,0,0.00400000000000000,360.00000000000000000,0.00000000000000000,0.00000000000000000
3060581,earthquake,2009-03-16T19:36:09.094Z,2013-06-19T14:45:00.000Z,174.96541999999999462,-35.92316000000000287,2.50199999999999978,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,4,0.50400000000000000,202.00000000000000000,0.09339000000000000,0.19200000000000000
3057990,earthquake,2009-03-11T15:18:28.943Z,2013-06-19T14:40:00.000Z,175.65808000000001243,-37.82108000000000203,3.37300000000000022,159.48019999999999641,ML,,GROPE,reviewed,manual,nz1dr,15,10,14,1.22799999999999998,251.00000000000000000,0.18429000000000001,0.33100000000000002
3057751,quarry blast,2009-03-11T03:57:40.696Z,2013-06-19T14:40:00.000Z,175.07000999999999635,-37.62001000000000062,2.22699999999999987,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,177.00000000000000000,0.07759000000000001,0.21500000000000000
3057558,earthquake,2009-03-10T20:09:25.529Z,2013-06-19T14:40:00.000Z,174.23833999999999378,-37.81985999999999848,3.77599999999999980,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,43,35,32,0.84699999999999998,146.00000000000000000,0.23830000000000001,0.31100000000000000
3060133,quarry blast,2009-03-06T03:54:45.102Z,2013-06-19T14:44:00.000Z,175.07000999999999635,-37.62001000000000062,2.35000000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,260.00000000000000000,0.13028999999999999,0.17599999999999999
3053125,quarry blast,2009-03-02T04:00:46.572Z,2013-06-20T09:08:00.000Z,175.07000999999999635,-37.62001000000000062,2.15399999999999991,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,3,0.36099999999999999,260.00000000000000000,0.12664000000000000,0.19800000000000001
3052384,earthquake,2009-02-28T17:05:44.503Z,2013-06-19T09:38:00.000Z,175.50139999999998963,-37.77313000000000187,3.41500000000000004,250.98019999999999641,ML,,GROPE,reviewed,manual,nz1dr,21,14,10,1.59499999999999997,254.00000000000000000,0.33905000000000002,0.33000000000000002
3050640,quarry blast,2009-02-25T03:57:10.583Z,2013-06-19T09:35:00.000Z,175.07000999999999635,-37.62001000000000062,2.32399999999999984,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.05591000000000000,0.19100000000000000
3050175,quarry blast,2009-02-24T03:58:11.291Z,2013-06-19T09:34:00.000Z,175.07000999999999635,-37.62001000000000062,1.89799999999999991,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,1,0.36099999999999999,260.00000000000000000,0.03389000000000000,0.00000000000000000
3049565,quarry blast,2009-02-22T21:24:29.715Z,2013-06-19T09:33:00.000Z,175.03000000000000114,-37.06000000000000227,1.50699999999999990,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,1,1,1,0.11400000000000000,360.00000000000000000,0.00000000000000000,0.12900000000000000
3048282,earthquake,2009-02-20T08:23:49.464Z,2013-06-19T09:31:00.000Z,175.48724000000001411,-37.98230999999999824,3.37100000000000000,155.75759999999999650,ML,,GROPE,reviewed,manual,nz1dr,18,12,18,1.42100000000000004,246.00000000000000000,0.21615999999999999,0.17100000000000001
3048084,quarry blast,2009-02-19T22:30:25.561Z,2013-06-19T09:31:00.000Z,174.41999999999998749,-36.85999999999999943,-9.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,0,0.14399999999999999,294.00000000000000000,0.31661000000000000,0.00000000000000000
3044946,earthquake,2009-02-13T14:06:32.287Z,2013-06-19T09:25:00.000Z,175.62297000000000935,-37.66403999999999996,2.31700000000000017,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,7,6,0.11799999999999999,93.00000000000000000,0.13453000000000001,0.16900000000000001
3044008,earthquake,2009-02-11T14:52:25.186Z,2013-06-19T09:24:00.000Z,175.99164999999999281,-36.81647999999999854,3.19200000000000017,219.04019999999999868,ML,,GROPE,reviewed,manual,nz1dr,9,6,5,1.69399999999999995,313.00000000000000000,0.24146999999999999,0.14399999999999999
3043976,earthquake,2009-02-11T13:18:46.755Z,2013-06-19T09:24:00.000Z,175.65611000000001241,-37.59125999999999834,3.90799999999999992,231.67050000000000409,ML,,GROPE,reviewed,manual,nz1dr,22,17,5,1.33000000000000007,234.00000000000000000,0.11874000000000000,0.07800000000000000
3043790,quarry blast,2009-02-11T03:50:12.443Z,2013-06-19T09:23:00.000Z,175.07000999999999635,-37.62001000000000062,2.14299999999999979,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,1,0.36099999999999999,260.00000000000000000,0.17129000000000000,0.00000000000000000
3043238,quarry blast,2009-02-10T01:41:32.658Z,2013-06-19T09:22:00.000Z,175.72049999999998704,-36.74701000000000306,0.91900000000000004,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,1,1,1,0.00000000000000000,360.00000000000000000,0.00000000000000000,0.20599999999999999
3040418,quarry blast,2009-02-04T03:55:20.912Z,2013-06-19T09:18:00.000Z,175.07000999999999635,-37.62001000000000062,2.43199999999999994,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.13807000000000000,0.24299999999999999
3037906,earthquake,2009-01-30T03:53:00.574Z,2013-06-18T16:15:00.000Z,174.99209999999999354,-37.68947000000000003,2.05900000000000016,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,2,0.40600000000000003,277.00000000000000000,0.14216999999999999,0.18900000000000000
3034239,quarry blast,2009-01-22T23:11:44.166Z,2013-06-18T16:08:00.000Z,174.99689000000000760,-36.94850000000000279,1.87799999999999989,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.05800000000000000,165.00000000000000000,0.00000000000000000,0.00000000000000000
3033322,quarry blast,2009-01-21T04:02:58.747Z,2013-06-18T16:07:00.000Z,174.75687999999999533,-37.11744999999999806,2.11399999999999988,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,1,0.21299999999999999,279.00000000000000000,0.23530999999999999,0.03500000000000000
3028964,quarry blast,2009-01-12T03:55:29.225Z,2013-06-18T15:58:00.000Z,175.07000999999999635,-37.62001000000000062,2.51900000000000013,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.36099999999999999,177.00000000000000000,0.08212999999999999,0.32100000000000001
3028283,earthquake,2009-01-10T16:11:15.690Z,2013-06-18T15:57:00.000Z,174.99775999999999954,-36.54115999999999786,1.05299999999999994,10.11669999999999980,ML,,GROPE,reviewed,manual,nz1dr,6,3,1,0.14599999999999999,282.00000000000000000,0.06577000000000000,0.00000000000000000
3027523,earthquake,2009-01-09T01:46:35.138Z,2013-06-18T15:56:00.000Z,174.70732000000000994,-37.68446000000000140,2.64599999999999991,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,18,12,8,0.63200000000000001,178.00000000000000000,0.16692000000000001,0.20100000000000001
3027404,earthquake,2009-01-08T20:03:52.213Z,2013-06-18T15:55:00.000Z,174.78184999999999150,-37.66637000000000057,2.12199999999999989,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,2,0.57499999999999996,171.00000000000000000,0.06159000000000000,0.37100000000000000
3025679,quarry blast,2009-01-05T03:57:31.056Z,2013-06-18T15:52:00.000Z,175.07000999999999635,-37.62001000000000062,2.19799999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.06383000000000000,0.24700000000000000
3025308,earthquake,2009-01-04T10:05:23.050Z,2013-06-18T15:51:00.000Z,175.61938000000000670,-37.66076000000000334,2.14999999999999991,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,7,5,0.11799999999999999,94.00000000000000000,0.06716000000000000,0.26700000000000002
3017231,quarry blast,2008-12-19T03:59:24.226Z,2013-06-18T09:59:00.000Z,175.07000999999999635,-37.62001000000000062,2.33400000000000007,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.06095000000000000,0.41599999999999998
3016723,quarry blast,2008-12-18T03:57:29.051Z,2013-06-18T09:58:00.000Z,175.07000999999999635,-37.62001000000000062,2.29800000000000004,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.06859999999999999,0.26100000000000001
3016187,quarry blast,2008-12-17T03:57:29.235Z,2013-06-18T09:58:00.000Z,175.07000999999999635,-37.62001000000000062,2.31499999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.13908000000000001,0.19800000000000001
3013161,quarry blast,2008-12-11T03:59:34.236Z,2013-06-18T09:54:00.000Z,175.07000999999999635,-37.62001000000000062,2.44499999999999984,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.11302000000000000,0.24099999999999999
3006312,quarry blast,2008-11-27T03:58:01.932Z,2013-06-17T16:47:00.000Z,175.07000999999999635,-37.62001000000000062,2.34100000000000019,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.10401000000000001,0.15700000000000000
3005780,quarry blast,2008-11-25T21:54:57.563Z,2013-06-17T16:46:00.000Z,175.03000000000000114,-37.06000000000000227,1.45799999999999996,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,1,0.11400000000000000,226.00000000000000000,0.37634000000000001,0.05400000000000000
3005287,quarry blast,2008-11-25T04:02:31.846Z,2013-06-17T16:45:00.000Z,175.07000999999999635,-37.62001000000000062,2.34600000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.06881000000000000,0.17000000000000001
3003021,earthquake,2008-11-21T03:59:41.232Z,2013-06-17T16:43:00.000Z,174.84057999999998856,-37.07748999999999739,1.86899999999999999,12.49000000000000021,ML,,GROPE,reviewed,manual,nz1dr,8,3,2,0.14299999999999999,292.00000000000000000,0.06997000000000000,0.15200000000000000
3001997,quarry blast,2008-11-19T03:57:31.172Z,2013-06-17T16:41:00.000Z,175.07000999999999635,-37.62001000000000062,2.47900000000000009,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.08846000000000000,0.30299999999999999
3000941,quarry blast,2008-11-17T03:54:33.629Z,2013-06-17T16:40:00.000Z,175.07000999999999635,-37.62001000000000062,2.42700000000000005,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.51800000000000002,319.00000000000000000,0.31119000000000002,0.30399999999999999
2999267,earthquake,2008-11-13T20:18:05.562Z,2013-06-17T16:37:00.000Z,175.37391999999999825,-37.90693000000000268,2.50400000000000000,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,5,0.20100000000000001,137.00000000000000000,0.17383000000000001,0.32600000000000001
2994276,quarry blast,2008-11-04T03:57:32.982Z,2013-06-17T16:30:00.000Z,175.07000999999999635,-37.62001000000000062,1.98599999999999999,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,177.00000000000000000,0.14702999999999999,0.10500000000000000
2992955,earthquake,2008-11-01T12:39:52.935Z,2013-06-17T16:29:00.000Z,175.65801999999999339,-37.53670000000000329,2.77099999999999991,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,13,9,0.02800000000000000,101.00000000000000000,0.39721000000000001,0.15400000000000000
2992443,earthquake,2008-10-31T14:43:21.432Z,2013-06-17T12:58:00.000Z,175.61896999999999025,-36.54424999999999812,2.10999999999999988,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,3,2,0.21800000000000000,253.00000000000000000,0.12435000000000000,0.14199999999999999
2990659,quarry blast,2008-10-28T03:56:34.476Z,2013-06-17T12:55:00.000Z,175.07000999999999635,-37.62001000000000062,2.13600000000000012,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,177.00000000000000000,0.14066999999999999,0.09000000000000000
2988865,earthquake,2008-10-24T10:31:27.628Z,2013-06-17T12:53:00.000Z,175.04648000000000252,-36.59550000000000125,1.85000000000000009,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,2,0.17299999999999999,198.00000000000000000,0.13167000000000001,0.11500000000000000
2992247,earthquake,2008-10-23T18:28:02.408Z,2013-06-17T12:57:00.000Z,175.01173000000000002,-36.56947999999999865,1.94900000000000007,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,2,0.14799999999999999,210.00000000000000000,0.14818999999999999,0.08699999999999999
2992244,earthquake,2008-10-23T18:26:49.178Z,2013-06-17T12:57:00.000Z,175.00879000000000474,-36.59541000000000111,1.79699999999999993,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,4,2,0.14199999999999999,198.00000000000000000,0.25124999999999997,0.15300000000000000
2988485,earthquake,2008-10-23T16:42:19.851Z,2013-06-17T12:52:00.000Z,175.05573000000001116,-36.55760999999999683,2.91199999999999992,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,11,4,0.18500000000000000,153.00000000000000000,0.14606000000000000,0.13100000000000001
2988619,earthquake,2008-10-16T14:26:22.866Z,2013-06-17T12:53:00.000Z,175.61478999999999928,-36.55747999999999820,2.25499999999999989,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,2,0.20699999999999999,250.00000000000000000,0.18048000000000000,0.21199999999999999
2988065,quarry blast,2008-10-15T03:58:33.272Z,2013-06-17T12:51:00.000Z,175.07000999999999635,-37.62001000000000062,2.14100000000000001,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,3,0.36099999999999999,177.00000000000000000,0.10199000000000000,0.12800000000000000
2983747,earthquake,2008-10-13T23:22:49.156Z,2013-06-17T12:45:00.000Z,175.43342999999998710,-37.93126000000000175,3.68800000000000017,242.07869999999999777,ML,,GROPE,reviewed,manual,nz1dr,21,17,17,1.20399999999999996,169.00000000000000000,0.23679000000000000,0.18600000000000000
2983375,quarry blast,2008-10-13T04:02:32.301Z,2013-06-17T12:44:00.000Z,175.07000999999999635,-37.62001000000000062,2.20699999999999985,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.26796999999999999,0.21099999999999999
2978998,earthquake,2008-10-04T18:55:50.262Z,2013-06-17T12:39:00.000Z,175.62613999999999237,-37.64538999999999902,2.74100000000000010,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,7,0.13200000000000001,97.00000000000000000,0.18506000000000000,0.20399999999999999
2976623,quarry blast,2008-09-30T03:56:33.744Z,2013-06-17T08:41:00.000Z,175.07000999999999635,-37.62001000000000062,2.30799999999999983,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,177.00000000000000000,0.07323000000000000,0.07500000000000000
2977938,quarry blast,2008-09-25T03:32:01.848Z,2013-06-17T08:41:00.000Z,175.16115999999999531,-37.10582999999999743,-9.00000000000000000,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,1,1,0,0.00000000000000000,360.00000000000000000,0.00000000000000000,0.00000000000000000
2974073,quarry blast,2008-09-24T23:34:57.247Z,2013-06-17T08:37:00.000Z,174.56412000000000262,-36.86363000000000056,1.23500000000000010,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.07099999999999999,193.00000000000000000,0.00000000000000000,0.00000000000000000
2967602,quarry blast,2008-09-04T04:50:11.754Z,2013-06-17T08:27:00.000Z,175.07000999999999635,-37.62001000000000062,2.20400000000000018,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.11525000000000001,0.25100000000000000
2959199,quarry blast,2008-08-26T04:58:43.319Z,2013-06-13T11:05:00.000Z,175.07000999999999635,-37.62001000000000062,2.40899999999999981,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.11693000000000001,0.26000000000000001
2956448,earthquake,2008-08-20T18:09:57.493Z,2013-06-13T11:01:00.000Z,175.64859000000001288,-37.66942999999999842,2.08800000000000008,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,4,0.13300000000000001,132.00000000000000000,0.17222000000000001,0.27500000000000002
2954741,earthquake,2008-08-17T00:27:22.392Z,2013-06-13T10:58:00.000Z,175.62060999999999922,-37.70150000000000290,1.80299999999999994,9.67050000000000054,ML,,GROPE,reviewed,manual,nz1dr,5,4,3,0.09900000000000000,129.00000000000000000,0.05779000000000000,0.20699999999999999
2954748,earthquake,2008-08-17T00:17:10.612Z,2013-06-13T10:58:00.000Z,175.64797999999998979,-37.68896000000000157,2.06199999999999983,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,5,0.12400000000000000,124.00000000000000000,0.15715000000000001,0.18600000000000000
2952692,quarry blast,2008-08-13T04:50:14.952Z,2013-06-13T10:56:00.000Z,175.07000999999999635,-37.62001000000000062,2.25800000000000001,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.09923999999999999,0.21900000000000000
2941440,quarry blast,2008-07-21T05:00:12.632Z,2013-06-11T13:46:00.000Z,175.07000999999999635,-37.62001000000000062,2.43100000000000005,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,3,0.36099999999999999,159.00000000000000000,0.15384999999999999,0.18400000000000000
2938193,earthquake,2008-07-14T13:36:35.489Z,2013-06-11T13:41:00.000Z,175.81086999999999421,-37.62433999999999656,2.81499999999999995,104.55039999999999623,ML,,GROPE,reviewed,manual,nz1dr,6,4,4,1.20799999999999996,293.00000000000000000,0.15150000000000000,0.24600000000000000
2935242,earthquake,2008-07-08T17:53:10.878Z,2013-06-11T13:38:00.000Z,174.36071999999998638,-37.93639999999999901,2.43500000000000005,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,10,9,0.69599999999999995,173.00000000000000000,0.21110999999999999,0.24199999999999999
2928426,earthquake,2008-06-24T23:47:00.329Z,2013-05-22T11:09:00.000Z,174.28627000000000180,-37.95759999999999934,2.73200000000000021,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,5,0.71399999999999997,208.00000000000000000,0.23938999999999999,0.29699999999999999
2918990,quarry blast,2008-06-06T04:54:23.251Z,2013-05-22T10:48:00.000Z,175.07000999999999635,-37.62001000000000062,2.31499999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,4,2,0.36099999999999999,159.00000000000000000,0.13674000000000000,0.13500000000000001
2918095,quarry blast,2008-06-04T04:57:21.937Z,2013-05-22T10:46:00.000Z,175.07000999999999635,-37.62001000000000062,2.31199999999999983,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,3,0.36099999999999999,177.00000000000000000,0.39898000000000000,0.20899999999999999
2915934,earthquake,2008-05-30T15:38:59.807Z,2013-02-25T16:41:00.000Z,175.66211999999998739,-37.64618000000000109,3.45500000000000007,239.72149999999999181,ML,,GROPE,reviewed,manual,nz1dr,13,10,18,1.29899999999999993,233.00000000000000000,0.14316000000000001,0.24399999999999999
2915741,quarry blast,2008-05-30T04:56:53.983Z,2013-02-25T16:40:00.000Z,175.07000999999999635,-37.62001000000000062,2.26299999999999990,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,2,2,2,0.90900000000000003,200.00000000000000000,0.20024000000000000,0.14999999999999999
2915623,earthquake,2008-05-29T23:15:37.941Z,2013-02-25T16:40:00.000Z,175.71811999999999898,-37.74477999999999867,2.24299999999999988,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,4,0.17199999999999999,185.00000000000000000,0.10942000000000000,0.33100000000000002
2915179,quarry blast,2008-05-28T23:58:20.763Z,2013-02-25T16:39:00.000Z,174.07035999999999376,-36.93092000000000041,1.54600000000000004,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,1,0.40300000000000002,327.00000000000000000,0.16066000000000000,0.00000000000000000
2914356,quarry blast,2008-05-27T05:02:34.945Z,2013-02-25T16:38:00.000Z,175.07000999999999635,-37.62001000000000062,2.49299999999999988,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,3,0.36099999999999999,200.00000000000000000,0.11866000000000000,0.20200000000000001
2911492,quarry blast,2008-05-21T05:00:09.282Z,2013-02-25T16:35:00.000Z,175.07000999999999635,-37.62001000000000062,2.42200000000000015,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,3,2,0.36099999999999999,200.00000000000000000,0.21837000000000001,0.17000000000000001
2909227,quarry blast,2008-05-16T05:00:06.867Z,2013-02-25T16:31:00.000Z,175.07000999999999635,-37.62001000000000062,2.26900000000000013,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.14879999999999999,0.22500000000000001
2907865,quarry blast,2008-05-13T04:59:15.955Z,2013-02-25T16:29:00.000Z,175.07000999999999635,-37.62001000000000062,2.19399999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.36099999999999999,200.00000000000000000,0.14773000000000000,0.12200000000000000
2902493,earthquake,2008-05-01T17:08:31.058Z,2013-02-25T16:22:00.000Z,175.44149999999999068,-37.95470999999999862,3.28500000000000014,258.78399999999999181,ML,,GROPE,reviewed,manual,nz1dr,10,6,6,1.46399999999999997,300.00000000000000000,0.05040000000000000,0.17499999999999999
2898963,quarry blast,2008-04-24T04:57:37.470Z,2013-02-21T15:37:00.000Z,175.07000999999999635,-37.62001000000000062,2.32100000000000017,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,2,0.36099999999999999,160.00000000000000000,0.34057999999999999,0.48199999999999998
2892138,earthquake,2008-04-09T15:32:58.365Z,2013-02-21T15:28:00.000Z,175.10991999999998825,-36.16561000000000092,2.37400000000000011,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,2,0.64300000000000002,210.00000000000000000,0.31215999999999999,0.15200000000000000
2891601,earthquake,2008-04-08T14:26:37.952Z,2013-02-21T15:27:00.000Z,175.81165999999998917,-37.59418000000000148,3.52300000000000013,277.63959999999997308,ML,,GROPE,reviewed,manual,nz1dr,13,10,10,1.22399999999999998,259.00000000000000000,0.23710999999999999,0.21199999999999999
2886948,quarry blast,2008-03-30T01:40:08.675Z,2013-02-18T14:16:00.000Z,175.07000999999999635,-37.62001000000000062,2.35899999999999999,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,2,0.36099999999999999,177.00000000000000000,0.06797000000000000,0.15800000000000000
2886050,quarry blast,2008-03-28T04:03:08.675Z,2013-02-18T14:15:00.000Z,175.07000999999999635,-37.62001000000000062,2.56899999999999995,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.36099999999999999,260.00000000000000000,0.08110000000000001,0.00000000000000000
2885119,quarry blast,2008-03-26T04:00:09.811Z,2013-02-18T14:14:00.000Z,175.07000999999999635,-37.62001000000000062,2.04300000000000015,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,1,0.36099999999999999,177.00000000000000000,0.04690000000000000,0.00000000000000000
2882313,quarry blast,2008-03-20T04:17:04.297Z,2013-02-18T14:10:00.000Z,175.07000999999999635,-37.62001000000000062,2.46499999999999986,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,3,3,2,0.51800000000000002,177.00000000000000000,0.10972999999999999,0.28299999999999997
2880803,quarry blast,2008-03-16T21:25:23.568Z,2013-02-18T14:08:00.000Z,175.07000999999999635,-37.62001000000000062,2.33999999999999986,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,4,4,3,0.36099999999999999,177.00000000000000000,0.05619000000000000,0.22800000000000001
2879855,quarry blast,2008-03-15T00:30:17.350Z,2013-02-18T14:06:00.000Z,175.07000999999999635,-37.62001000000000062,2.49299999999999988,0.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,5,5,4,0.36099999999999999,159.00000000000000000,0.09155000000000001,0.16700000000000001
